Month,Day,Average Max. Temp. (°C),Average Min. Temp. (°C),Frequency of Precip. (%),Highest Temp. (°C),Highest Temp.Year,Highest Temp. Period,Highest Temp. Data Quality,Lowest Temp. (°C),Lowest Temp. Year,Lowest Temp. Period,Lowest Temp. Data Quality,Greatest Precip. (mm),Greatest Precip. Year,Greatest Precip. Period,Greatest Precip. Data Quality,Greatest Rainfall (mm),Greatest Rainfall Year,Greatest Rainfall Period,Greatest Rainfall Data Quality,Greatest Snowfall (cm),Greatest Snowfall Year,Greatest Snowfall Period,Greatest Snowfall Data Quality,Most Snow on the Ground (cm),Most Snow on the Ground Year,Most Snow on the Ground Period,Most Snow on the Ground Data Quality
11,26,2,-4.5,51,14.4,1908,1889-2015,,-18.9,1916,1889-2015,,39.4,1979,1889-2015,,39.4,1979,1889-2015,,14,1956,1889-2015,,22,1987,1961-2015,
11,27,1.8,-4.9,51,15.2,1988,1889-2015,,-22.2,1917,1889-2015,,47.4,1993,1889-2015,,47.4,1993,1889-2015,,23.2,1995,1889-2015,,20,1987,1961-2015,
11,28,1.5,-5.2,51,18.9,1990,1889-2015,,-23.3,1949,1889-2015,,27,2003,1889-2015,,25,2003,1889-2015,,20.3,1889,1889-2015,,30,1995,1961-2015,
11,29,1.2,-5.5,51,18.2,2005,1889-2015,,-23.3,1940,1889-2015,,35.5,2011,1889-2015,†,35.5,2011,1889-2015,†,11.4,1971,1889-2015,,29,1995,1961-2015,
11,30,0.9,-5.8,51,17.2,1998,1889-2015,,-23.9,1925,1889-2015,,23.8,2010,1889-2015,†,23.8,2010,1889-2015,†,20.3,1944,1889-2015,,28,1995,1961-2015,
12,1,0.6,-6.2,50,12.4,1996,1889-2015,,-26.7,1936,1889-2015,,23.5,2006,1889-2015,,20.1,2006,1889-2015,,21.6,1942,1889-2015,,35,1995,1961-2015,
12,2,0.3,-6.5,50,11.9,1998,1889-2015,,-26.1,1890,1889-2015,,25.4,1986,1889-2015,,21.2,1986,1889-2015,,20.3,1972,1889-2015,,30,1995,1961-2015,
12,3,0,-6.9,50,15,1982,1889-2015,,-25.6,1919,1889-2015,,25,1990,1889-2015,,16.5,1950,1889-2015,,19.6,1978,1889-2015,,33,1995,1961-2015,
12,4,-0.3,-7.2,50,17.2,2012,1889-2015,†,-32.8,1940,1889-2015,,21.6,1961,1889-2015,,21.6,1961,1889-2015,,15.7,1968,1889-2015,,35,1995,1961-2015,
12,5,-0.5,-7.5,50,16,2001,1889-2015,,-26.7,1893,1889-2015,,27.9,1898,1889-2015,,23.1,1891,1889-2015,,27.9,1898,1889-2015,,36,1995,1961-2015,
12,6,-0.8,-7.8,50,14.6,2001,1889-2015,,-28.9,1940,1889-2015,,18.1,1983,1889-2015,,16.4,1998,1889-2015,,21,1983,1889-2015,,35,1995,1961-2015,
12,7,-1.1,-8.1,50,16.1,1951,1889-2015,,-23.9,1926,1889-2015,,27.2,1959,1889-2015,,17,1959,1889-2015,,12.7,1897,1889-2015,,37,1995,1961-2015,
12,8,-1.3,-8.4,50,8.9,1923,1889-2015,,-31.7,1906,1889-2015,,27.7,1946,1889-2015,,27.7,1946,1889-2015,,15.2,1913,1889-2015,,35,1995,1961-2015,
12,9,-1.6,-8.7,50,9.4,2015,1889-2015,†,-31.7,1902,1889-2015,,27.4,2008,1889-2015,†,14.7,1953,1889-2015,,27.4,2008,1889-2015,†,35,1995,1961-2015,
12,10,-1.8,-9,50,11,2015,1889-2015,†,-30.6,1933,1889-2015,,35.3,1952,1889-2015,,35.3,1952,1889-2015,,26.7,1902,1889-2015,,35,1995,1961-2015,
12,11,-2,-9.3,50,13.7,2015,1889-2015,†,-30.6,1933,1889-2015,,21.8,1897,1889-2015,,21.8,1897,1889-2015,,24,2000,1889-2015,,34,1995,1961-2015,
12,12,-2.3,-9.6,50,11.1,1946,1889-2015,,-31.7,1917,1889-2015,,21.8,2010,1889-2015,†,21.8,2010,1889-2015,†,15,1959,1889-2015,,32,1995,1961-2015,
12,13,-2.5,-9.8,50,12.8,1923,1889-2015,,-28.9,1893,1889-2015,,16.6,1983,1889-2015,,16.6,1983,1889-2015,,15.7,1941,1889-2015,,32,1995,1961-2015,
12,14,-2.7,-10.1,50,11.7,1901,1889-2015,,-31.7,1893,1889-2015,,23.9,1953,1889-2015,,20.8,1920,1889-2015,,20.3,1914,1889-2015,,32,1995,1961-2015,
12,15,-2.9,-10.3,50,10.9,2011,1889-2015,†,-30.6,1903,1889-2015,,39.4,1901,1889-2015,,29.2,1901,1889-2015,,22.9,1907,1889-2015,,40,1995,1961-2015,
12,16,-3.1,-10.6,50,9.4,1984,1889-2015,,-29.4,1917,1889-2015,,27.9,1893,1889-2015,,20.1,1940,1889-2015,,29,1974,1889-2015,,40,1995,1961-2015,
12,17,-3.3,-10.8,50,10.3,2006,1889-2015,,-30,1932,1889-2015,,25.4,1933,1889-2015,,25.4,1933,1889-2015,,12.7,1921,1889-2015,,46,2007,1961-2015,†
12,18,-3.5,-11.1,50,5.6,1895,1889-2015,,-27.8,1893,1889-2015,,26.4,1921,1889-2015,,25.7,1921,1889-2015,,17.8,1908,1889-2015,,47,2007,1961-2015,†
12,19,-3.7,-11.3,50,8.9,1957,1889-2015,,-30.6,1944,1889-2015,,20.6,1912,1889-2015,,19.3,1939,1889-2015,,20.3,1934,1889-2015,,44,1995,1961-2015,
12,20,-3.9,-11.5,50,13.3,1957,1889-2015,,-36.7,1942,1889-2015,,24.1,1951,1889-2015,,18,1949,1889-2015,,37.6,1973,1889-2015,,45,2007,1961-2015,†
12,21,-4,-11.7,50,11.1,1895,1889-2015,,-31.7,1942,1889-2015,,24.6,1977,1889-2015,,16.8,1949,1889-2015,,24.6,1977,1889-2015,,45,1995,1961-2015,
12,22,-4.2,-12,50,13.3,1949,1889-2015,,-35,1944,1889-2015,,21.6,1916,1889-2015,,14.8,2006,1889-2015,,21.6,1916,1889-2015,,48,1977,1961-2015,
12,23,-4.4,-12.2,50,11.7,1957,1889-2015,,-28.9,1943,1889-2015,,28.6,2007,1889-2015,†,28.6,2007,1889-2015,†,17.8,1915,1889-2015,,47,1977,1961-2015,
12,24,-4.5,-12.4,50,17.1,2015,1889-2015,†,-31.7,1943,1889-2015,,32.5,1941,1889-2015,,32.5,1941,1889-2015,,11.4,1899,1889-2015,,46,1970,1961-2015,
12,25,-4.7,-12.5,50,12,1982,1889-2015,,-32,1980,1889-2015,,21.3,1915,1889-2015,,13,1893,1889-2015,,19.1,1915,1889-2015,,51,1970,1961-2015,
12,26,-4.8,-12.7,50,11.7,1895,1889-2015,,-31.7,1914,1889-2015,,19.1,1895,1889-2015,,19.1,1895,1889-2015,,16.5,1934,1889-2015,,51,1970,1961-2015,
12,27,-5,-12.9,50,8.5,2014,1889-2015,†,-33.3,1950,1889-2015,,27.9,1895,1889-2015,,27.9,1895,1889-2015,,17,1946,1889-2015,,48,1970,1961-2015,
12,28,-5.1,-13.1,50,12.5,1982,1889-2015,,-35,1933,1889-2015,,24,1984,1889-2015,,14,1984,1889-2015,,19,1983,1889-2015,,46,1970,1961-2015,
12,29,-5.2,-13.3,50,7.4,1990,1889-2015,,-38.9,1933,1889-2015,,32.5,1940,1889-2015,,32.5,1940,1889-2015,,12.7,1890,1889-2015,,46,1970,1961-2015,
12,30,-5.3,-13.4,50,8.3,1936,1889-2015,,-38.3,1933,1889-2015,,31.8,1942,1889-2015,,9.1,1945,1889-2015,,31.8,1942,1889-2015,,43,1970,1961-2015,
12,31,-5.4,-13.6,50,9.4,1965,1889-2015,,-33.9,1917,1889-2015,,73.2,1933,1889-2015,,73.2,1933,1889-2015,,20.3,1948,1889-2015,,41,1970,1961-2015,
