Month,Day,Average Max. Temp. (°C),Average Min. Temp. (°C),Frequency of Precip. (%),Highest Temp. (°C),Highest Temp.Year,Highest Temp. Period,Highest Temp. Data Quality,Lowest Temp. (°C),Lowest Temp. Year,Lowest Temp. Period,Lowest Temp. Data Quality,Greatest Precip. (mm),Greatest Precip. Year,Greatest Precip. Period,Greatest Precip. Data Quality,Greatest Rainfall (mm),Greatest Rainfall Year,Greatest Rainfall Period,Greatest Rainfall Data Quality,Greatest Snowfall (cm),Greatest Snowfall Year,Greatest Snowfall Period,Greatest Snowfall Data Quality,Most Snow on the Ground (cm),Most Snow on the Ground Year,Most Snow on the Ground Period,Most Snow on the Ground Data Quality
1,1,-5.5,-13.7,51,7.9,2007,1890-2016,†,-30,1947,1890-2016,,20.3,1893,1890-2016,,19.8,1942,1890-2016,,20.3,1893,1890-2016,,41,1971,1961-2016,
1,2,-5.6,-13.9,51,8.3,1890,1890-2016,,-32.2,1904,1890-2016,,17.8,1916,1890-2016,,15.7,1890,1890-2016,,17.8,1916,1890-2016,,41,1971,1961-2016,
1,3,-5.7,-14,51,11.1,1950,1890-2016,,-34,1981,1890-2016,,23.4,1913,1890-2016,,23.4,1913,1890-2016,,16.5,1924,1890-2016,,43,1971,1961-2016,
1,4,-5.8,-14.1,51,11.1,1950,1890-2016,,-35,1981,1890-2016,,36.1,1993,1890-2016,,36.1,1993,1890-2016,,13.5,1959,1890-2016,,44,2008,1961-2016,†
1,5,-5.9,-14.2,51,10.3,2007,1890-2016,†,-34.4,1904,1890-2016,,28.8,1998,1890-2016,,25.8,1998,1890-2016,,10.4,1962,1890-2016,,41,1971,1961-2016,
1,6,-6,-14.3,51,8.9,1946,1890-2016,,-33.9,1945,1890-2016,,27.4,1929,1890-2016,,27.4,1929,1890-2016,,23.2,1981,1890-2016,,41,1971,1961-2016,
1,7,-6.1,-14.4,51,9.5,2008,1890-2016,†,-29.3,1996,1890-2016,,35.6,1905,1890-2016,,17.4,2008,1890-2016,†,35.6,1905,1890-2016,,43,2013,1961-2016,†
1,8,-6.1,-14.5,51,11,2008,1890-2016,†,-32.8,1968,1890-2016,,29.2,1978,1890-2016,,26.2,1930,1890-2016,,15.2,1923,1890-2016,,40,1978,1961-2016,
1,9,-6.2,-14.6,51,11.2,2008,1890-2016,†,-31.7,1943,1890-2016,,24.1,1912,1890-2016,,19.6,1946,1890-2016,,24.1,1912,1890-2016,,43,1996,1961-2016,
1,10,-6.2,-14.7,51,7.8,1950,1890-2016,,-32.2,1945,1890-2016,,28.2,1983,1890-2016,,28.2,1983,1890-2016,,20.3,1977,1890-2016,,49,1996,1961-2016,
1,11,-6.3,-14.8,51,9.5,1980,1890-2016,,-30,1893,1890-2016,,17.8,1895,1890-2016,,14.2,1980,1890-2016,,17.8,1895,1890-2016,,49,1996,1961-2016,
1,12,-6.3,-14.9,51,6.5,2013,1890-2016,†,-31.1,1893,1890-2016,,33,1901,1890-2016,,6.6,2012,1890-2016,†,33,1901,1890-2016,,46,1971,1961-2016,
1,13,-6.3,-14.9,51,11.8,2005,1890-2016,,-34.4,1914,1890-2016,,23.6,1979,1890-2016,,22.4,1950,1890-2016,,22.5,1993,1890-2016,,46,1971,1961-2016,
1,14,-6.4,-15,51,11.7,1932,1890-2016,,-34.4,1957,1890-2016,,34,1992,1890-2016,,26.2,1992,1890-2016,,33.3,1968,1890-2016,,44,1996,1961-2016,
1,15,-6.4,-15,51,9.5,1995,1890-2016,,-37.2,1957,1890-2016,,40.1,1995,1890-2016,,40.1,1995,1890-2016,,16.5,1898,1890-2016,,43,1971,1961-2016,
1,16,-6.4,-15.1,51,5.6,1933,1890-2016,,-32.2,1920,1890-2016,,20.3,1904,1890-2016,,4.3,1901,1890-2016,,20.3,1904,1890-2016,,43,1971,1961-2016,
1,17,-6.4,-15.1,51,6.7,1990,1890-2016,,-33.9,1957,1890-2016,,22.9,1920,1890-2016,,19.5,2006,1890-2016,,22.9,1920,1890-2016,,43,1971,1961-2016,
1,18,-6.4,-15.2,51,9.8,2013,1890-2016,†,-31.7,1934,1890-2016,,20.4,1999,1890-2016,,20.4,1999,1890-2016,,15.2,1934,1890-2016,,43,1971,1961-2016,
1,19,-6.4,-15.2,51,11.4,1996,1890-2016,,-37.8,1925,1890-2016,,22.9,1929,1890-2016,,22.9,1929,1890-2016,,12,1997,1890-2016,,45,1978,1961-2016,
1,20,-6.4,-15.2,51,7.2,1907,1890-2016,,-33.3,1920,1890-2016,,24.1,1947,1890-2016,,20.1,1947,1890-2016,,14,1916,1890-2016,,44,1978,1961-2016,
1,21,-6.3,-15.2,51,7.2,1906,1890-2016,,-31.1,1943,1890-2016,,22.9,1914,1890-2016,,12.2,1913,1890-2016,,22.9,1914,1890-2016,,48,1978,1961-2016,
1,22,-6.3,-15.2,51,7.2,1957,1890-2016,,-31.7,1931,1890-2016,,53.1,1902,1890-2016,,23.1,1957,1890-2016,,35.6,1902,1890-2016,,51,1971,1961-2016,
1,23,-6.3,-15.2,51,8.9,1906,1890-2016,,-31.7,1976,1890-2016,,26.4,1909,1890-2016,,26.4,1909,1890-2016,,25.4,1898,1890-2016,,51,1971,1961-2016,
1,24,-6.2,-15.2,51,7.8,1999,1890-2016,,-33.3,1948,1890-2016,,38.1,1896,1890-2016,,31.6,2010,1890-2016,†,38.1,1896,1890-2016,,51,1971,1961-2016,
1,25,-6.2,-15.2,51,10.6,1950,1890-2016,,-32.2,1897,1890-2016,,33.2,1978,1890-2016,,33.2,1978,1890-2016,,33,1928,1890-2016,,46,1971,1961-2016,
1,26,-6.1,-15.2,51,10,1950,1890-2016,,-32.2,1912,1890-2016,,15.2,1895,1890-2016,,12.7,1974,1890-2016,,15.2,1895,1890-2016,,46,1971,1961-2016,
1,27,-6.1,-15.1,51,8.9,1996,1890-2016,,-34.4,1924,1890-2016,,22.9,1967,1890-2016,,7.9,1934,1890-2016,,21.6,1954,1890-2016,,48,1971,1961-2016,
1,28,-6,-15.1,51,7.9,2006,1890-2016,,-36.7,1925,1890-2016,,14,1994,1890-2016,,12,1994,1890-2016,,18,2009,1890-2016,†,48,1971,1961-2016,
1,29,-5.9,-15,51,6.1,1950,1890-2016,,-32.8,1925,1890-2016,,55.9,1894,1890-2016,,9.7,1968,1890-2016,,55.9,1894,1890-2016,,48,1971,1961-2016,
1,30,-5.8,-15,51,12,2013,1890-2016,†,-36.1,1952,1890-2016,,23.4,1939,1890-2016,,20.6,1969,1890-2016,,34.8,1966,1890-2016,,53,1971,1961-2016,
1,31,-5.7,-14.9,51,8.2,1988,1890-2016,,-36.7,1934,1890-2016,,16.8,1916,1890-2016,,16.8,1916,1890-2016,,13.8,1982,1890-2016,,53,1971,1961-2016,
2,1,-5.7,-14.9,42,5.8,1988,1890-2016,,-32.8,1935,1890-2016,,27.9,1908,1890-2016,,6.1,1968,1890-2016,,27.9,1908,1890-2016,,53,1971,1961-2016,
2,2,-5.6,-14.8,42,4.8,1999,1890-2016,,-33.3,1904,1890-2016,,26.4,1983,1890-2016,,26.4,1983,1890-2016,,19.6,1911,1890-2016,,51,1971,1961-2016,
2,3,-5.5,-14.7,42,8.1,1991,1890-2016,,-33.3,1934,1890-2016,,27.4,1972,1890-2016,,10.1,2006,1890-2016,,38.4,1972,1890-2016,,51,1971,1961-2016,
2,4,-5.3,-14.6,42,7.1,1991,1890-2016,,-36.1,1923,1890-2016,,18.3,1903,1890-2016,,10.9,2003,1890-2016,,15.2,1901,1890-2016,,51,1971,1961-2016,
2,5,-5.2,-14.5,42,9.2,1991,1890-2016,,-35,1908,1890-2016,,12.2,1896,1890-2016,,8.9,1890,1890-2016,,12.2,1896,1890-2016,,51,1971,1961-2016,
2,6,-5.1,-14.5,42,5.7,2012,1890-2016,†,-36.7,1934,1890-2016,,23.4,1896,1890-2016,,11.4,1938,1890-2016,,17.8,1896,1890-2016,,53,1971,1961-2016,
2,7,-5,-14.4,42,6.1,2009,1890-2016,†,-36.1,1934,1890-2016,,20.6,1941,1890-2016,,15.2,1965,1890-2016,,20.6,1941,1890-2016,,53,1971,1961-2016,
2,8,-4.9,-14.2,42,6.6,1990,1890-2016,,-37.2,1934,1890-2016,,45.7,1895,1890-2016,,14.7,1937,1890-2016,,45.7,1895,1890-2016,,56,1971,1961-2016,
2,9,-4.8,-14.1,42,7.6,2001,1890-2016,,-35.6,1934,1890-2016,,21.1,1890,1890-2016,,15.4,2001,1890-2016,,21.1,1890,1890-2016,,74,1971,1961-2016,
2,10,-4.6,-14,42,7.2,1966,1890-2016,,-36.1,1948,1890-2016,,33,1970,1890-2016,,23.9,1960,1890-2016,,33,1970,1890-2016,,69,1971,1961-2016,
2,11,-4.5,-13.9,42,8.5,1981,1890-2016,,-34.4,1914,1890-2016,,26.4,1925,1890-2016,,26.4,1925,1890-2016,,20.3,1892,1890-2016,,69,1971,1961-2016,
2,12,-4.4,-13.8,42,7.6,1999,1890-2016,,-33.3,1914,1890-2016,,22.9,1898,1890-2016,,22.9,1898,1890-2016,,21.6,1911,1890-2016,,69,1971,1961-2016,
2,13,-4.2,-13.6,42,7.8,1946,1890-2016,,-33.3,1967,1890-2016,,24.1,1971,1890-2016,,23.4,1900,1890-2016,,26.9,1971,1890-2016,,66,1971,1961-2016,
2,14,-4.1,-13.5,42,7.8,1946,1890-2016,,-33.9,1934,1890-2016,,20,1984,1890-2016,,20,1984,1890-2016,,17.8,1913,1890-2016,,79,1971,1961-2016,
2,15,-3.9,-13.3,42,7.2,1954,1890-2016,,-37.8,1943,1890-2016,,29.5,1890,1890-2016,,29.5,1890,1890-2016,,20.3,1920,1890-2016,,76,1971,1961-2016,
2,16,-3.8,-13.2,42,6.5,1981,1890-2016,,-37.2,1943,1890-2016,,35.3,2016,1890-2016,†,9.4,2006,1890-2016,,37,2016,1890-2016,†,76,1971,1961-2016,
2,17,-3.6,-13,42,7.2,2008,1890-2016,†,-38.3,1934,1890-2016,,18.3,1952,1890-2016,,11.2,2008,1890-2016,†,18.3,1952,1890-2016,,76,1971,1961-2016,
2,18,-3.5,-12.9,42,12.5,2011,1890-2016,†,-35.6,1934,1890-2016,,16.5,1916,1890-2016,,9.1,1961,1890-2016,,16.5,1916,1890-2016,,76,1971,1961-2016,
2,19,-3.3,-12.7,42,9.5,1994,1890-2016,,-30.6,1944,1890-2016,,45.2,1960,1890-2016,,31,1939,1890-2016,,45.2,1960,1890-2016,,74,1971,1961-2016,
2,20,-3.1,-12.5,42,10,1953,1890-2016,,-30.6,1947,1890-2016,,26.7,1924,1890-2016,,23.3,1996,1890-2016,,26.7,1924,1890-2016,,79,1971,1961-2016,
2,21,-3,-12.3,42,12.2,1953,1890-2016,,-31.1,1926,1890-2016,,38.4,1997,1890-2016,,38.4,1997,1890-2016,,22.9,1898,1890-2016,,84,1971,1961-2016,
2,22,-2.8,-12.1,42,11,1981,1890-2016,,-29.4,1963,1890-2016,,33,1912,1890-2016,,9.3,1990,1890-2016,,33,1912,1890-2016,,84,1971,1961-2016,
2,23,-2.6,-12,42,10.3,1984,1890-2016,,-31.7,1972,1890-2016,,21.8,1985,1890-2016,,21.8,1985,1890-2016,,14,1904,1890-2016,,86,1971,1961-2016,
2,24,-2.4,-11.8,42,10.5,1984,1890-2016,,-32.2,1894,1890-2016,,31,2016,1890-2016,†,26,2016,1890-2016,†,15.9,1994,1890-2016,,97,1971,1961-2016,
2,25,-2.2,-11.6,42,8.4,1998,1890-2016,,-36.1,1934,1890-2016,,29.5,1961,1890-2016,,24.1,1961,1890-2016,,27.9,1916,1890-2016,,97,1971,1961-2016,
2,26,-2,-11.3,42,6.4,2000,1890-2016,,-33.3,1934,1890-2016,,35.6,1908,1890-2016,,15.5,1957,1890-2016,,35.6,1908,1890-2016,,91,1971,1961-2016,
2,27,-1.8,-11.1,42,12.1,2000,1890-2016,,-30,1963,1890-2016,,38.2,2013,1890-2016,†,9.4,1958,1890-2016,,29,2013,1890-2016,†,91,1971,1961-2016,
2,28,-1.7,-10.9,42,7.7,2004,1890-2016,,-30,1934,1890-2016,,28.6,1984,1890-2016,,19.3,1966,1890-2016,,28.6,1984,1890-2016,,81,1971,1961-2016,
2,29,-1.7,-10.9,42,6.6,2004,1892-2016,,-26.8,2008,1892-2016,†,15.5,1972,1892-2016,,10.9,1972,1892-2016,,9.4,2008,1892-2016,†,56,1976,1964-2016,
3,1,-1.5,-10.7,37,8.3,2004,1890-2016,,-28.3,1907,1890-2016,,30.2,1896,1890-2016,,30.2,1896,1890-2016,,22.9,1900,1890-2016,,81,1971,1961-2016,
3,2,-1.3,-10.4,37,9.1,2004,1890-2016,,-28.9,1936,1890-2016,,48.3,1947,1890-2016,,14.4,2002,1890-2016,,48.3,1947,1890-2016,,76,1971,1961-2016,
3,3,-1,-10.2,37,10.6,1965,1890-2016,,-30,1950,1890-2016,,22.7,1999,1890-2016,,17.5,1953,1890-2016,,17,1999,1890-2016,,76,1971,1961-2016,
3,4,-0.8,-10,37,11.1,1965,1890-2015,,-36.7,1938,1890-2015,,40.6,1974,1890-2015,,40.6,1974,1890-2015,,18,2008,1890-2015,†,84,1971,1961-2016,
3,5,-0.6,-9.7,37,10.6,1976,1890-2015,,-26.1,1926,1890-2015,,37.2,2011,1890-2015,†,30.7,2004,1890-2015,,27.9,1917,1890-2015,,81,1971,1961-2015,
3,6,-0.4,-9.5,37,10,1894,1890-2015,,-28.3,1926,1890-2015,,21.6,1943,1890-2015,,7.6,1991,1890-2015,,21.6,1943,1890-2015,,79,1971,1961-2015,
3,7,-0.2,-9.3,37,11,2012,1890-2015,†,-26.5,1989,1890-2015,,21.8,1922,1890-2015,,21.8,1922,1890-2015,,16,1956,1890-2015,,81,1971,1961-2015,
3,8,0.1,-9,37,12.6,2000,1890-2015,,-26.4,1984,1890-2015,,27.4,2008,1890-2015,†,13,1946,1890-2015,,32,2008,1890-2015,†,84,1971,1961-2015,
3,9,0.3,-8.8,37,19,2000,1890-2015,,-28.9,1943,1890-2015,,38.1,1919,1890-2015,,30.7,1891,1890-2015,,38.1,1919,1890-2015,,81,1971,1961-2015,
3,10,0.5,-8.5,37,12.8,1977,1890-2015,,-25.8,1984,1890-2015,,28,2011,1890-2015,†,27,2011,1890-2015,†,24.1,1916,1890-2015,,81,1971,1961-2015,
3,11,0.8,-8.3,37,10.9,2012,1890-2015,†,-24.4,1937,1890-2015,,20.6,1936,1890-2015,,20.6,1936,1890-2015,,22.4,1992,1890-2015,,81,1971,1961-2015,
3,12,1,-8,37,11.9,2012,1890-2015,†,-26.6,1984,1890-2015,,48.8,1962,1890-2015,,17.3,1893,1890-2015,,28.4,1962,1890-2015,,89,1971,1961-2015,
3,13,1.2,-7.8,37,15.7,2012,1890-2015,†,-24.4,1941,1890-2015,,17,1977,1890-2015,,17,1977,1890-2015,,12.7,1916,1890-2015,,84,1971,1961-2015,
3,14,1.5,-7.5,37,17.4,1995,1890-2015,,-26.7,1905,1890-2015,,24.1,1940,1890-2015,,14.8,1978,1890-2015,,21.6,1940,1890-2015,,84,1971,1961-2015,
3,15,1.7,-7.3,37,14,1995,1890-2015,,-25,1900,1890-2015,,32.5,1948,1890-2015,,32.5,1948,1890-2015,,19.1,1912,1890-2015,,81,1971,1961-2015,
3,16,2,-7,37,15.5,2010,1890-2015,†,-23.3,1892,1890-2015,,25.7,1943,1890-2015,,25.7,1943,1890-2015,,17.5,1974,1890-2015,,75,2008,1961-2015,†
3,17,2.2,-6.8,37,16.5,2010,1890-2015,†,-23.9,1950,1890-2015,,27.2,1934,1890-2015,,26.4,1934,1890-2015,,17.8,1974,1890-2015,,74,2008,1961-2015,†
3,18,2.5,-6.5,37,24.7,2012,1890-2015,†,-27.2,1916,1890-2015,,21.8,1983,1890-2015,,21.8,1983,1890-2015,,14,1899,1890-2015,,73,2008,1961-2015,†
3,19,2.8,-6.3,37,24.9,2012,1890-2015,†,-22.8,1939,1890-2015,,29.2,1975,1890-2015,,29.2,1975,1890-2015,,25.4,1899,1890-2015,,78,2008,1961-2015,†
3,20,3,-6,37,25.5,2012,1890-2015,†,-22.8,1916,1890-2015,,27.2,2003,1890-2015,,27.2,2003,1890-2015,,17.8,1896,1890-2015,,71,1971,1961-2015,
3,21,3.3,-5.7,37,26.7,2012,1890-2015,†,-21.7,1932,1890-2015,,43,1980,1890-2015,,41.8,1980,1890-2015,,26.7,1933,1890-2015,,74,1971,1961-2015,
3,22,3.6,-5.5,37,24,2012,1890-2015,†,-23.3,1934,1890-2015,,24.4,1977,1890-2015,,12.2,1968,1890-2015,,22.9,1911,1890-2015,,71,1971,1961-2015,
3,23,3.8,-5.2,37,18,2012,1890-2015,†,-24.4,1934,1890-2015,,25.4,1950,1890-2015,,18.8,1953,1890-2015,,24.1,1950,1890-2015,,69,1971,1961-2015,
3,24,4.1,-4.9,37,18.7,1987,1890-2015,,-22.8,1896,1890-2015,,25.4,1907,1890-2015,,15.2,1907,1890-2015,,12.7,1897,1890-2015,,69,1971,1961-2015,
3,25,4.4,-4.7,37,16.7,1920,1890-2015,,-20,1932,1890-2015,,36.1,1909,1890-2015,,22.4,1953,1890-2015,,15.2,1909,1890-2015,,69,1971,1961-2015,
3,26,4.7,-4.4,37,21.7,1945,1890-2015,,-21.7,1960,1890-2015,,37.7,1992,1890-2015,,37.7,1992,1890-2015,,12.1,2002,1890-2015,,69,1971,1961-2015,
3,27,5,-4.1,37,21.7,1921,1890-2015,,-17.8,1974,1890-2015,,23.4,1906,1890-2015,,23.4,1906,1890-2015,,20.3,1955,1890-2015,,66,1971,1961-2015,
3,28,5.3,-3.8,37,25.6,1945,1890-2015,,-21.1,1923,1890-2015,,28.2,2000,1890-2015,,28.2,2000,1890-2015,,7.6,1895,1890-2015,,66,1971,1961-2015,
3,29,5.6,-3.6,37,25,1946,1890-2015,,-25,1923,1890-2015,,24.4,1902,1890-2015,,24.4,1902,1890-2015,,20.3,1947,1890-2015,,66,1971,1961-2015,
3,30,5.9,-3.3,37,24,1998,1890-2015,,-13.4,2008,1890-2015,†,20,1998,1890-2015,,20,1998,1890-2015,,19.1,1939,1890-2015,,66,1971,1961-2015,
3,31,6.2,-3,37,22,2006,1890-2015,,-17.8,1947,1890-2015,,30.5,1945,1890-2015,,30.5,1945,1890-2015,,9.5,1985,1890-2015,,66,1971,1961-2015,
4,1,6.5,-2.7,44,23.4,1986,1890-2015,,-20.6,1923,1890-2015,,26.7,1922,1890-2015,,18.9,1998,1890-2015,,26.7,1922,1890-2015,,66,1971,1961-2015,
4,2,6.8,-2.4,44,28.4,2010,1890-2015,†,-15.6,1911,1890-2015,,47.6,2005,1890-2015,,43.6,2005,1890-2015,,33,1970,1890-2015,,56,1971,1961-2015,
4,3,7.1,-2.2,44,28.5,2010,1890-2015,†,-15,1911,1890-2015,,25.2,1990,1890-2015,,25.2,1990,1890-2015,,23.6,1975,1890-2015,,53,1971,1961-2015,
4,4,7.4,-1.9,44,23.5,1981,1890-2015,,-16.1,1954,1890-2015,,30.6,1987,1890-2015,,30.6,1987,1890-2015,,9.4,1926,1890-2015,,48,1971,1961-2015,
4,5,7.7,-1.6,44,24.4,1910,1890-2015,,-13.9,1908,1890-2015,,21.6,1920,1890-2015,,21.6,1937,1890-2015,,7.6,1911,1890-2015,,46,1971,1961-2015,
4,6,8,-1.3,44,21.7,1921,1890-2015,,-13.3,1943,1890-2015,,23.6,1954,1890-2015,,23.6,1954,1890-2015,,8.9,1958,1890-2015,,43,1971,1961-2015,
4,7,8.3,-1.1,44,26.5,1991,1890-2015,,-15.6,1943,1890-2015,,29.7,1924,1890-2015,,26.4,1924,1890-2015,,17.8,1916,1890-2015,,41,1971,1961-2015,
4,8,8.6,-0.8,44,21.1,1928,1890-2015,,-13.3,1972,1890-2015,,21.6,2000,1890-2015,,21.4,1991,1890-2015,,14,2000,1890-2015,,36,1971,1961-2015,
4,9,8.9,-0.5,44,22.2,1945,1890-2015,,-11.1,1977,1890-2015,,25.4,1904,1890-2015,,25.4,1904,1890-2015,,6.4,1909,1890-2015,,33,1972,1961-2015,
4,10,9.2,-0.3,44,25,1945,1890-2015,,-12.2,1939,1890-2015,,43.6,2011,1890-2015,†,43.6,2011,1890-2015,†,10.8,1992,1890-2015,,33,1972,1961-2015,
4,11,9.5,0,44,26.1,1945,1890-2015,,-10,1938,1890-2015,,38.6,1934,1890-2015,,38.6,1934,1890-2015,,9.7,1940,1890-2015,,30,1972,1961-2015,
4,12,9.8,0.3,44,26.1,1945,1890-2015,,-13.9,1926,1890-2015,,23.1,1951,1890-2015,,23.1,1951,1890-2015,,10.2,1944,1890-2015,,25,1972,1961-2015,
4,13,10.1,0.5,44,25.6,1945,1890-2015,,-10.6,1914,1890-2015,,20.2,2004,1890-2015,,20.2,2004,1890-2015,,7.6,1932,1890-2015,,18,1972,1961-2015,
4,14,10.4,0.8,44,27.2,1968,1890-2015,,-10,1916,1890-2015,,19.6,1909,1890-2015,,19.6,1909,1890-2015,,5.1,1928,1890-2015,,15,1972,1961-2015,
4,15,10.7,1,44,24.5,2003,1890-2015,,-12.2,1926,1890-2015,,48.3,1956,1890-2015,,48.3,1956,1890-2015,,12.7,1893,1890-2015,,10,1972,1961-2015,
4,16,11,1.3,44,28.8,2002,1890-2015,,-10,1928,1890-2015,,33.5,1984,1890-2015,,33.5,1984,1890-2015,,21.6,1947,1890-2015,,10,1972,1961-2015,
4,17,11.3,1.5,44,30.2,2002,1890-2015,,-8.3,1939,1890-2015,,24.6,1969,1890-2015,,23.9,1969,1890-2015,,3.8,1907,1890-2015,,8,1972,1961-2015,
4,18,11.6,1.8,44,30,1976,1890-2015,,-7.8,1916,1890-2015,,23.6,1891,1890-2015,,23.6,1891,1890-2015,,7.6,1918,1890-2015,,3,1972,1961-2015,
4,19,11.9,2,44,28.3,1896,1890-2015,,-10,1897,1890-2015,,21.1,1909,1890-2015,,21.1,1909,1890-2015,,10.2,1904,1890-2015,,0,1961,1961-2015,
4,20,12.3,2.3,44,27,1987,1890-2015,,-10.6,1897,1890-2015,,28.6,1982,1890-2015,,28.6,1982,1890-2015,,3.8,1983,1890-2015,,1,1983,1961-2015,
4,21,12.6,2.5,44,28.2,1987,1890-2015,,-9.4,1916,1890-2015,,31.2,1991,1890-2015,,31.2,1991,1890-2015,,2.5,1905,1890-2015,,0,1961,1961-2015,
4,22,12.9,2.8,44,27.2,1931,1890-2015,,-12.8,1916,1890-2015,,22.4,1993,1890-2015,,22.4,1993,1890-2015,,3.5,2012,1890-2015,†,0,1961,1961-2015,
4,23,13.2,3,44,26.3,2001,1890-2015,,-12.2,1916,1890-2015,,16.4,2005,1890-2015,,16.4,2005,1890-2015,,1.1,2003,1890-2015,,4,2003,1961-2015,
4,24,13.5,3.3,44,27.8,1913,1890-2015,,-9.4,1892,1890-2015,,30,1944,1890-2015,,30,1944,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
4,25,13.8,3.5,44,30.6,1915,1890-2015,,-8.3,1919,1890-2015,,23.6,1951,1890-2015,,23.6,1951,1890-2015,,3.8,1907,1890-2015,,0,1961,1961-2015,
4,26,14,3.7,44,30.6,1915,1890-2015,,-7.2,1893,1890-2015,,27.2,1931,1890-2015,,27.2,1931,1890-2015,,6.4,1919,1890-2015,,0,1961,1961-2015,
4,27,14.3,4,44,31.2,1990,1890-2015,,-6.1,1916,1890-2015,,33.5,1957,1890-2015,,33.5,1957,1890-2015,,3,2010,1890-2015,†,0,1961,1961-2015,
4,28,14.6,4.2,44,28.9,1962,1890-2015,,-5.6,1947,1890-2015,,26.3,1988,1890-2015,,26.3,1988,1890-2015,,14,2002,1890-2015,,0,1961,1961-2015,
4,29,14.9,4.4,44,27.2,1899,1890-2015,,-5,1934,1890-2015,,17.8,1956,1890-2015,,17.8,1956,1890-2015,,3.3,1947,1890-2015,,8,2002,1961-2015,
4,30,15.2,4.6,44,28.9,1899,1890-2015,,-5,1978,1890-2015,,43.7,1907,1890-2015,,43.7,1907,1890-2015,,10.2,1909,1890-2015,,0,1961,1961-2015,
5,1,15.5,4.9,47,29,2001,1890-2015,,-5.6,1931,1890-2015,,36.3,1908,1890-2015,,36.3,1908,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,2,15.8,5.1,47,30,1913,1890-2015,,-5.6,1903,1890-2015,,43.2,1933,1890-2015,,43.2,1933,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,3,16.1,5.3,47,30.6,1913,1890-2015,,-2.8,1911,1890-2015,,29.2,1929,1890-2015,,29.2,1929,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,4,16.4,5.5,47,31.7,1913,1890-2015,,-4.4,1911,1890-2015,,33,1907,1890-2015,,22.1,1893,1890-2015,,19.1,1907,1890-2015,,0,1961,1961-2015,
5,5,16.7,5.8,47,31.7,1913,1890-2015,,-7.2,1907,1890-2015,,15.7,1985,1890-2015,,15.7,1985,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,6,16.9,6,47,30,1930,1890-2015,,-2.2,1958,1890-2015,,22.6,1989,1890-2015,,22.6,1989,1890-2015,,3.3,1976,1890-2015,,0,1961,1961-2015,
5,7,17.2,6.2,47,28.5,1982,1890-2015,,-5.6,1966,1890-2015,,17.8,1948,1890-2015,,17.8,1948,1890-2015,,0,1890,1890-2015,,3,1976,1961-2015,
5,8,17.5,6.4,47,31.7,1936,1890-2015,,-3.9,1956,1890-2015,,38.1,1900,1890-2015,,38.1,1900,1890-2015,,0.4,1977,1890-2015,,0,1961,1961-2015,
5,9,17.7,6.6,47,32.8,1896,1890-2015,,-2.8,1947,1890-2015,,21.1,1974,1890-2015,,21.1,1974,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,10,18,6.8,47,31.1,1896,1890-2015,,-7.2,1902,1890-2015,,17.4,1981,1890-2015,,17.4,1981,1890-2015,,10.4,1963,1890-2015,,0,1961,1961-2015,
5,11,18.2,7,47,30.6,1911,1890-2015,,-3.9,1923,1890-2015,,30.5,1943,1890-2015,,30.5,1943,1890-2015,,0,1890,1890-2015,,8,1963,1961-2015,
5,12,18.4,7.2,47,31.1,1893,1890-2015,,-2.8,1907,1890-2015,,27.9,1974,1890-2015,,27.9,1974,1890-2015,,0.4,1996,1890-2015,,0,1961,1961-2015,
5,13,18.7,7.5,47,28.2,2004,1890-2015,,-1.7,1928,1890-2015,,24,2002,1890-2015,,24,2002,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,14,18.9,7.7,47,30.2,2004,1890-2015,,-5,1950,1890-2015,,25.1,2011,1890-2015,†,25.1,2011,1890-2015,†,0,1890,1890-2015,,0,1961,1961-2015,
5,15,19.1,7.9,47,30.6,1907,1890-2015,,-1.1,1913,1890-2015,,27.2,1981,1890-2015,,27.2,1981,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,16,19.3,8.1,47,30.9,1998,1890-2015,,-3.3,1934,1890-2015,,25.6,1986,1890-2015,,25.6,1986,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,17,19.6,8.2,47,32.8,1962,1890-2015,,-5,1959,1890-2015,,75.9,1916,1890-2015,,75.9,1916,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,18,19.8,8.4,47,33.3,1962,1890-2015,,-2.2,1944,1890-2015,,24.1,1901,1890-2015,,24.1,1901,1890-2015,,0.5,1976,1890-2015,,0,1961,1961-2015,
5,19,20,8.6,47,32.8,1903,1890-2015,,-1.7,1891,1890-2015,,36.8,1986,1890-2015,,36.8,1986,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
5,20,20.1,8.8,47,33.3,1911,1890-2015,,-1.1,1906,1890-2015,,29,1986,1890-2015,,29,1986,1890-2015,,0,1890,1890-2015,,0,1961,1961-2015,
